02064101,Hígados.,01
02064901,"Pieles de cerdo enteras o en recortes, excepto el cuero precocido en trozos (""pellets"").",01
02064999,Los demás.,01
02068099,"Los demás, frescos o refrigerados.",01
02069099,"Los demás, congelados.",01
02071101,"Sin trocear, frescos o refrigerados.",01
02071201,"Sin trocear, congelados.",01
02071301,Mecánicamente deshuesados.,01
02071302,Carcazas.,01
02071303,"Piernas, muslos o piernas unidas al muslo.",01
02071399,Los demás.,01
02071401,Mecánicamente deshuesados.,01
02071402,Hígados.,01
02071403,Carcazas.,01
02071404,"Piernas, muslos o piernas unidas al muslo.",01
02071499,Los demás.,01
02072401,"Sin trocear, frescos o refrigerados.",01
02072501,"Sin trocear, congelados.",01
02072601,Mecánicamente deshuesados.,01
02072602,Carcazas.,01
02072699,Los demás.,01
02072701,Mecánicamente deshuesados.,01
02072702,Hígados.,01
02072703,Carcazas.,01
02072799,Los demás.,01
02081001,De conejo o liebre.,01
02083001,De primates.,01
02084001,"De ballenas, delfines y marsopas (mamíferos del orden Cetáceos); de manatíes y dugones o dugongos (mamíferos del orden Sirenios).",01
02085001,De reptiles (incluidas las serpientes y tortugas de mar).,01
02089001,Carnes o despojos de venado.,01
02089002,Ancas (patas) de rana.,01
02089099,Los demás.,01
02101101,"Jamones, paletas y sus trozos, sin deshuesar.",01
02101201,Tocino entreverado de panza (panceta) y sus trozos.,01
02101999,Las demás.,01
02102001,Carne de la especie bovina.,01
02109101,De primates.,01
02109201,"De ballenas, delfines y marsopas (mamíferos del orden Cetáceos); de manatíes y dugones o dugongos (mamíferos del orden Sirenios).",01
02109301,De reptiles (incluidas las serpientes y tortugas de mar).,01
02109901,"Vísceras o labios de bovinos, salados o salpresos.",01
02109902,"Pieles de cerdo ahumadas, enteras o en recortes.",01
02109903,"Aves, saladas o en salmuera.",01
02109999,Los demás.,01
03019101,"Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster).",07
03019201,Anguilas (Anguillaspp.).,07
03019301,Carpas.,07
03019401,Atunes comunes o de aleta azul (Thunnus thynnus).,07
03019501,Atunes del sur (Thunnus maccoyii).,07
03019999,Los demás.,07
03021101,"Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster).",01
03021999,Los demás.,01
03022101,"Halibut (fletán) (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis).",01
03022201,Sollas (Pleuronectes platessa).,01
03022301,Lenguados (Soleaspp.).,01
03022999,Los demás.,01
03023101,Albacoras o atunes blancos (Thunnus alalunga).,01
03023201,Atunes de aleta amarilla (rabiles) (Thunnus albacares).,01
03023301,Listados o bonitos de vientre rayado. ,01
03023401,Patudos o atunes ojo grande (Thunnus obesus).,01
03023501,Atunes comunes o de aleta azul (Thunnus thynnus).,01
03023601,Atunes del sur (Thunnus maccoyii).,01
03023999,Los demás.,01
03031101,Salmones rojos (Oncorhynchus nerka).,01
03031999,Los demás.,01
03032999,Los demás.,01
03033101,"Halibut (fletán) (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis).",01
03033201,Sollas (Pleuronectes platessa).,01
03033301,Lenguados (Soleaspp.).,01
03033999,Los demás.,01
03034101,Albacoras o atunes blancos (Thunnus alalunga).,01
03034201,Atunes de aleta amarilla (rabiles) (Thunnus albacares).,01
03034301,Listados o bonitos de vientre rayado.,01
03034401,Patudos o atunes ojo grande (Thunnus obesus).,01
03034501,Atunes comunes o de aleta azul (Thunnus thynnus).,01
03034601,Atunes del sur (Thunnus maccoyii).,01
03034999,Los demás.,01
03035101,"Arenques (Clupea harengus, Clupea pallasii).",01
03049101,Peces espada (Xiphias gladius).,01
03049201,"Austromerluza antártica y austromerluza negra (merluza negra, bacalao de profundidad, nototenia negra) (Dissostichus spp.).",01
03049999,Los demás.,01
03051001,"Harina, polvo y ""pellets"" de pescado, aptos para la alimentación humana.",01
03052001,"Hígados, huevas y lechas, de pescado, secos, ahumados, salados o en salmuera.",01
03054101,"Salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho).",01
03054201,"Arenques (Clupea harengus, Clupea pallasii).",01
03054901,Merluzas ahumadas.,01
03054999,Los demás.,01
03055101,"Bacalao de la variedad ""ling"".",01
03055199,Los demás.,01
03055901,Merluzas.,01
03055999,Los demás.,01
03056101,"Arenques (Clupea harengus, Clupea pallasii).",01
03056201,"Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus).",01
03056301,Anchoas (Engraulisspp.).,01
03056999,Los demás.,01
03061101,"Langostas (Palinurus spp., Panulirus spp., Jasusspp.).",01
03061201,Bogavantes (Homarusspp.).,01
03061401,Cangrejos (excepto macruros).,01
03061999,"Los demás, incluidos la harina, polvo y “pellets” de crustáceos, aptos para la alimentación humana.",01
03062101,"Langostas (Palinurus spp., Panulirus spp., Jasusspp.).",01
03062201,Bogavantes (Homarus spp.).,01
03062401,Cangrejos (excepto macruros).,01
03062901,"Los demás, incluidos la harina, polvo y “pellets” de crustáceos, aptos para la alimentación humana.",01
03072101,"Vivos, frescos o refrigerados.",01
03072999,Los demás.,01
03073101,"Vivos, frescos o refrigerados.",01
03073999,Los demás.,01
03074101,Calamares.,01
03074199,Los demás.,01
03074901,Calamares.,01
03074999,Los demás.,01
03075101,"Vivos, frescos o refrigerados.",01
03075999,Los demás.,01
03076001,"Caracoles, excepto los de mar.",01
03079101,"Vivos, frescos o refrigerados.",01
03079999,Los demás.,01
04011001,En envases herméticos.,08
04011099,Las demás.,08
04012001,En envases herméticos.,08
04012099,Las demás.,08
04021001,Leche en polvo o en pastillas.,01
04021099,Las demás.,01
04022101,Leche en polvo o en pastillas.,01
04022199,Las demás.,01
04022999,Las demás.,01
04029101,Leche evaporada.,01
04029199,Las demás.,01
04029901,Leche condensada.,01
04029999,Las demás.,01
04031001,Yogur.,01
04039099,Los demás.,01
04041001,"Suero de leche en polvo, con contenido de proteínas igual o inferior a 12.5%.",01
04041099,Los demás.,01
04049099,Los demás.,01
04051001,"Mantequilla, cuando el peso incluido el envase inmediato sea inferior o igual a 1 kg.",01
04051099,Las demás.,01
04052001,Pastas lácteas para untar.,01
04059001,Grasa butírica deshidratada.,01
04059099,Las demás.,01
04061001,"Queso fresco (sin madurar), incluido el del lactosuero, y requesón.",01
04062001,"Queso de cualquier tipo, rallado o en polvo.",01
04063001,"Con un contenido en peso de materias grasas inferior o igual al 36% y con un contenido en materias grasas medido en peso del extracto seco superior al 48%, presentados en envases de un contenido neto superior a 1 kg.",01
04063099,Los demás.,01
04064001,Queso de pasta azul y demás quesos que contengan vetas producidas por Penicillium roqueforti.,01
04069001,"De pasta dura, denominado Sardo, cuando su presentación así lo indique.",01
04069002,"De pasta dura, denominado Reggiano o Reggianito, cuando su presentación así lo indique.",01
04069003,"De pasta blanda, tipo Colonia, cuando su composición sea: humedad de 35.5% a 37.7%, cenizas de 3.2% a 3.3%, grasas de 29.0% a 30.8%, proteínas de 25.0% a 27.5%, cloruros de 1.3% a 2.7% y acidez de 0.8% a 0.9% en ácido láctico.",01
04069004,"Duros o semiduros, con un contenido en peso de materias grasas inferior o igual al 40%: únicamente Grana o Parmegiano-reggiano, con un contenido en peso de agua, en la materia no grasa, inferior o igual al 47%; únicamente Danbo, Edam, Fontal, Fontina, Fynbo, Gouda, Havarti, Maribo, Samsoe, Esrom, Itálico, Kernhem, Saint-Nectaire, Saint-Paulin o Taleggio, con un contenido en peso de agua, en la materia no grasa, superior al 47% sin exceder de 72%.",01
04069005,"Tipo petit suisse, cuando su composición sea: humedad de 68% a 70%, grasa de 6% a 8% (en base humeda), extracto seco de 30% a 32%, proteína mínima de 6%, y fermentos con o sin adición de frutas, azúcares, verduras, chocolate o miel.",01
04069006,"Tipo Egmont, cuyas características sean: grasa mínima (en materia seca) 45%, humedad máxima 40%, materia seca mínima 60%, mínimo de sal en la humedad 3.9%.",01
04069099,Los demás.,01
04081101,Secas.,01
04081999,Las demás.,01
04089101,Congelados o en polvo.,01
04089199,Los demás.,01
04089901,"Congelados, excepto lo comprendido en la fracción 0408.99.02.",01
04089902,Huevos de aves marinas guaneras.,01
04089999,Los demás.,01
04090001,Miel natural.,01
04100001,Huevos de tortuga de cualquier clase.,01
04100099,Los demás.,01
05010001,"Cabello en bruto, incluso lavado o desgrasado; desperdicios de cabello.",01
05021001,Cerdas de cerdo o de jabalí y sus desperdicios.,01
05029099,Los demás.,01
05040001,"Tripas, vejigas y estómagos de animales, excepto los de pescado, enteros o en trozos, frescos, refrigerados, congelados, salados o en salmuera, secos o ahumados.",01
05051001,Plumas de las utilizadas para relleno; plumón.,01
05059099,Los demás.,01
05061001,Oseína y huesos acidulados.,01
05069099,Los demás.,01
05071001,Marfil; polvo y desperdicios de marfil.,01
05079001,"Conchas (caparazones o placas) y pezuñas de tortuga, y sus recortes o desperdicios.",01
05079099,Los demás.,01
05080001,Corales.,01
05080099,Los demás.,01
05100001,Glándulas.,01
05100002,Almizcle.,01
05100003,Civeta.,01
05100099,Los demás.,01
05111001,Semen de bovino.,01
05119101,Desperdicios de pescados.,01
05119102,"Quistes de artemia (incluso enlatados al vacío), poliquetos y krill para acuacultura.",01
05119199,Los demás.,01
05119901,"Cochinillas, enteras o en polvo.",01
05119902,Tendones y nervios; recortes y otros desperdicios análogos.,01
05119903,Semen.,01
05119904,"Huevas fecundadas, semillas, larvas y embriones de especies acuáticas para acuacultura.",01
05119905,"Embriones de las especies de ganado bovino, equino, porcino, ovino y caprino.",06
05119906,Aves marinas guaneras muertas o sus despojos.,01
05119907,"Crin y sus desperdicios, incluso en capas con soporte o sin él.",01
05119908,Esponjas naturales de origen animal.,01
05119999,Los demás.,01
06011001,Bulbos de gladiolas.,01
06011002,Bulbos de tulipanes.,01
06011003,Bulbos de hiyacinth.,01
06011004,Bulbos de lilies.,01
06011005,Bulbos de narcisos.,01
06011006,Azafrán.,01
06011007,Bulbos de orquídeas.,01
06011008,"Bulbos de henequén, lechuguilla, maguey, palma, zapupe o demás plantas textiles.",01
06011099,Los demás.,01
06012001,Bulbos de gladiolas.,01
06012002,Raíces de achicoria.,01
06012003,Bulbos de tulipanes.,01
06012004,Bulbos de hiyacinth.,01
06012005,Bulbos de lilies.,01
06012006,Bulbos de narcisos.,01
06012007,Azafrán.,01
06012008,Bulbos de orquídeas.,01
06012009,"Bulbos de henequén, lechuguilla, maguey, palma, zapupe o demás plantas textiles.",01
06012099,Los demás.,01
06021001,"De sábila o alóe, cuando sea de origen silvestre. ",01
06021002,"De henequén, lechuguilla, maguey, palma, zapupe o demás plantas textiles.",01
06021003,"De la especie hulífera Gruypeostegia grandiflora (Clavel de España), Cuerno de luna o Lechosa.",01
06021004,Cactáceas.,01
06021005,"De piña, de plátano o de vainilla.",01
06021006,Plantas de orquídeas.,01
06021099,Los demás.,01
06022001,Árboles o arbustos frutales.,01
06022002,"Plantas para injertar (barbados), de longitud inferior o igual a 80 cm.",01
06022003,Estacas de vid.,01
06022099,Los demás.,01
06023001,"Rododendros y azaleas, incluso injertados.",01
06024001,"Estacas, plantas o plántulas de rosales, con o sin raíz, incluso injertados.",01
06024099,Los demás.,01
06029001,Blanco de setas (micelios).,01
06029002,Árboles o arbustos forestales.,01
06029003,"Plantones para injertar (barbados), de longitud inferior o igual a 80 cm.",01
06029004,Plantas con raíces primordiales.,01
06029005,Yemas.,01
06029006,Esquejes con raíz.,01
06029007,"Plantas vivas acuáticas, incluidos sus bulbos y sus partes, para acuacultura.",01
06029008,"De sábila o alóe, cuando sea de origen silvestre.",01
06029009,"De henequén, lechuguilla, maguey, palma, zapupe o demás plantas textiles.",01
06029010,"De la especie hulífera Gruypeostegia grandiflora (Clavel de España), Cuerno de luna o Lechosa.",01
06029011,Cactáceas.,01
06029012,"De piña, de plátano o de vainilla.",01
06029013,Plantas de orquídeas.,01
06029099,Los demás.,01
06031101,Rosas.,01
06031201,Claveles.,01
06031301,Orquídeas.,01
06031401,Crisantemos pom-pom.,01
06031499,Los demás.,01
06031901,Gladiolas.,01
06031902,Gypsophilia.,01
06031903,Statice.,01
06031904,Gerbera.,01
06031905,Margarita.,01
06031906,Anturio.,01
06031907,Ave del paraíso.,01
06031908,Las demás flores frescas.,01
06031999,Los demás.,01
06039099,Los demás.,01
07011001,Para siembra.,01
07019099,Las demás.,01
07020001,"Tomates ""Cherry"".",01
07020099,Los demás.,01
07031001,Cebollas.,01
07031099,Los demás.,01
07032001,Para siembra.,01
07032099,Los demás.,01
07039001,Puerros y demás hortalizas aliáceas.,01
07041001,Cortados.,01
07041002,Brócoli (“broccoli”) germinado.,01
07041099,Los demás.,01
07042001,Coles de Bruselas (repollitos).,01
07049001,"""Kohlrabi"", ""kale"" y similares.",01
07049099,Los demás.,01
07051101,Repolladas.,01
07051999,Las demás.,01
07052101,"Endibia ""witloof"" (Cichorium intybus var. foliosum).",01
07052999,Las demás.,01
07061001,Zanahorias y nabos.,01
07069099,Los demás.,01
07070001,"Pepinos y pepinillos, frescos o refrigerados.",01
07081001,"Chícharos (guisantes, arvejas) (Pisum sativum).",01
07082001,"Frijoles (porotos, alubias, judías, fréjoles) (Vigna spp., Phaseolusspp.).",01
07089099,Las demás.,01
07092001,Espárrago blanco.,01
07092099,Los demás.,01
07093001,Berenjenas.,01
07094001,Cortado.,01
07094099,Los demás.,01
07095101,Hongos del género Agaricus.,01
07095901,Trufas.,01
07095999,Los demás.,01
07096001,"Chile ""Bell"".",01
07096099,Los demás.,01
07097001,Espinacas (incluida la de Nueva Zelanda) y armuelles.,01
07101001,Papas (patatas).,01
07102101,"Chícharos (guisantes, arvejas) (Pisum sativum).",01
07102201,"Frijoles (porotos, alubias, judías, fréjoles) (Vigna spp., Phaseolusspp.).",01
07102999,Las demás.,01
07103001,Espinacas (incluida la de Nueva Zelanda) y armuelles.,01
07104001,Maíz dulce.,01
07108001,Cebollas.,01
07108002,Setas.,01
07108003,"Coles de bruselas (repollitos), cortadas.",01
07108004,"Espárragos, brócolis (""bróccoli"") y coliflores.",01
07108099,Las demás.,01
07109001,Mezclas de chícharos y nueces.,01
07109099,Los demás.,01
07112001,Aceitunas.,01
07114001,Pepinos y pepinillos.,01
07115101,Hongos del género Agaricus.,01
07115999,Los demás.,01
07119001,Cebollas.,01
07119002,Papas (patatas).,01
07119003,Alcaparras.,01
07119099,Las demás.,01
07122001,Cebollas.,01
07123101,Hongos del género Agaricus.,01
07123201,Orejas de Judas (Auriculariaspp.).,01
07123301,Hongos gelatinosos (Tremellaspp.).,01
07123999,Los demás.,01
07129001,Aceitunas deshidratadas.,01
07129002,Ajos deshidratados.,01
07129003,"Papas (patatas), incluso cortadas en trozos o en rodajas, pero sin otra preparación.",01
07129099,Las demás.,01
07131001,Para siembra.,01
07131099,Los demás.,01
07132001,Garbanzos.,01
07133101,"Frijoles (porotos, alubias, judías, fréjoles) de las especies Vigna mungo (L) Hepper o Vigna radiata (L) Wilczek.",01
07133201,"Frijoles (porotos, alubias, judías, fréjoles) Adzuki (Phaseolus o Vigna angularis).",01
07133301,Frijol para siembra.,01
07133302,"Frijol blanco, excepto lo comprendido en la fracción 0713.33.01.",01
07133303,"Frijol negro, excepto lo comprendido en la fracción 0713.33.01.",01
07133399,Los demás.,01
07133999,Los demás.,01
07134001,Lentejas.,01
07135001,"Habas (Vicia faba var. major), haba caballar (Vicia faba var. equina) y haba menor (Vicia faba var. minor).",01
07139099,Las demás.,01
07141001,Congeladas.,01
07141099,Las demás.,01
07142001,Congelados.,01
07142099,Los demás.,01
07149001,"""Arrowroots"", ""salep"" y alcachofas jerusalém, frescos.",01
07149002,Congelados.,01
07149099,Los demás.,01
08011101,Secos.,01
08011999,Los demás.,01
08012101,Con cáscara.,01
08012201,Sin cáscara.,01
08013101,Con cáscara.,01
08013201,Sin cáscara.,01
08021101,Con cáscara.,01
08021201,Sin cáscara.,01
08022101,Con cáscara.,01
08022201,Sin cáscara.,01
08023101,Con cáscara.,01
08023201,Sin cáscara.,01
08029001,Piñones sin cáscara.,01
08029099,Los demás.,01
08041001,Frescos.,01
08041099,Los demás.,01
08042001,Frescos.,01
08042099,Los demás.,01
08043001,Piñas (ananás).,01
08044001,Aguacates (paltas).,01
08045001,Mangostanes.,01
08045002,Guayabas.,01
08045003,Mangos.,01
08051001,Naranjas.,01
08052001,"Mandarinas (incluidas las tangerinas y satsumas); clementinas, wilkings e híbridos similares de agrios (cítricos).",01
08054001,Toronjas o pomelos.,01
08055001,De la variedad Citrus aurantifolia Christmann Swingle (limón “mexicano”).,01
08055002,"Limón ""sin semilla"" o lima persa (Citrus latifolia).",01
08055099,Los demás.,01
08059099,Los demás.,01
08061001,Frescas.,01
08062001,"Secas, incluidas las pasas.",01
08071101,Sandías.,01
08071901,Melón chino (“cantaloupe”).,01
08071999,Los demás.,01
08072001,Papayas.,01
08081001,Manzanas.,01
08091001,"Chabacanos (damascos, albaricoques).",01
08093001,Griñones y nectarinas.,01
08093002,Duraznos (melocotones).,01
08094001,Ciruelas y endrinas.,01
08101001,Fresas (frutillas).,01
08102001,"Frambuesas, zarzamoras, moras y moras-frambuesa.",01
08104001,"Arándanos rojos, mirtilos y demás frutos del género Vaccinium.",01
08105001,Kiwis.,01
08106001,Duriones.,01
08109099,Los demás.,01
08111001,Fresas (frutillas).,01
08112001,"Frambuesas, zarzamoras, moras, moras-frambuesa y grosellas.",01
08119099,Los demás.,01
08121001,Cerezas.,01
08129001,Mezclas.,01
08129002,"Cítricos, excepto lo comprendido en la fracción 0812.90.01.",01
08129099,Los demás.,01
08131001,Chabacanos con hueso.,01
08131099,Los demás.,01
08132001,Ciruelas deshuesadas (orejones).,01
08132099,Las demás.,01
08133001,Manzanas.,01
08134001,Peras.,01
08134002,Cerezas (guindas).,01
08134003,"Duraznos (melocotones), con hueso.",01
08134099,Los demás.,01
08135001,"Mezclas de frutas u otros frutos, secos, o de frutos de cáscara de este Capítulo.",01
08140001,"Cortezas de agrios (cítricos), melones o sandías, frescas, congeladas, secas o presentadas en agua salada, sulfurosa o adicionada de otras sustancias para su conservación provisional.",01
09011101,Variedad robusta.,01
09011199,Los demás.,01
09011201,Descafeinado.,01
09012101,Sin descafeinar.,01
09012201,Descafeinado.,01
09019001,Cáscara y cascarilla de café.,01
09019099,Los demás.,01
09021001,Té verde (sin fermentar) presentado en envases inmediatos con un contenido inferior o igual a 3 kg.,01
09022001,Té verde (sin fermentar) presentado de otra forma.,01
09023001,"Té negro (fermentado) y té parcialmente fermentado, presentados en envases inmediatos con un contenido inferior o igual a 3 kg.",01
09024001,"Té negro (fermentado) y té parcialmente fermentado, presentados de otra forma.",01
09030001,Yerba mate.,01
09041101,Sin triturar ni pulverizar.,01
09041201,Triturada o pulverizada.,01
09061101,Canela (Cinnamomum zeylanicum Blume).,01
09061999,Las demás.,01
09062001,Trituradas o pulverizadas.,01
09102001,Azafrán.,01
09103001,Cúrcuma.,01
09109101,Mezclas previstas en la Nota 1 b) de este Capítulo.,01
09109901,Tomillo; hojas de laurel.,01
09109902,Curry.,01
09109999,Las demás.,01
10051001,Para siembra.,01
10059001,Palomero.,01
10059002,Elotes.,01
10059003,Maíz amarillo.,01
10059004,Maíz blanco (harinero).,01
10059099,Los demás.,01
10061001,Arroz con cáscara (arroz “paddy”).,01
10062001,Arroz descascarillado (arroz cargo o arroz pardo).,01
10063001,"Denominado grano largo (relación 3:1, o mayor, entre el largo y la anchura del grano).",01
10063099,Los demás.,01
10064001,Arroz partido.,01
10081001,Alforfón.,01
10083001,Alpiste.,01
10089099,Los demás cereales.,01
11010001,Harina de trigo o de morcajo (tranquillón).,01
11022001,Harina de maíz.,01
11029001,Harina de arroz.,01
11029099,Las demás.,01
11031101,De trigo.,01
11031301,De maíz.,01
11031901,De avena.,01
11031902,De arroz.,01
11031999,Los demás.,01
11032001,De trigo.,01
11032099,Los demás.,01
11041201,De avena.,01
11041901,De cebada.,01
11041999,Los demás.,01
11042201,De avena.,01
11042301,De maíz.,01
11042901,De cebada.,01
11042999,Los demás.,01
11043001,"Germen de cereales entero, aplastado, en copos o molido.",01
11051001,"Harina, sémola y polvo.",01
11052001,"Copos, gránulos y “pellets”.",01
11061001,De las hortalizas de la partida 07.13.,01
11062001,Harina de yuca (mandioca).,01
11062099,Los demás.,01
11063001,Harina de cajú.,01
11063099,Los demás.,01
11071001,Sin tostar.,01
11072001,Tostada.,01
11081101,Almidón de trigo.,01
11081201,Almidón de maíz.,01
11081301,Fécula de papa (patata).,01
11081401,Fécula de yuca (mandioca).,01
11081901,Fécula de sagú.,01
11081999,Los demás.,01
11082001,Inulina.,01
11090001,"Gluten de trigo, incluso seco.",01
12030001,Copra.,01
12040001,"Semilla de lino, incluso quebrantada.",01
12051001,Semillas de nabo (nabina) o de colza con bajo contenido de ácido erúcico.,01
12059099,Las demás.,01
12060001,Para siembra.,01
12060099,Las demás.,01
12074001,Semilla de sésamo (ajonjolí).,01
12075001,Semilla de mostaza.,01
12079101,Semilla de amapola (adormidera).,01
12079901,De cáñamo (Cannabis sativa).,01
12079902,Semilla de “karité”.,01
12079999,Los demás.,01
12081001,"De habas (porotos, frijoles, fréjoles) de soja (soya).",01
12089001,De algodón.,01
12089002,De girasol.,01
12089099,Las demás.,01
12091001,Semilla de remolacha azucarera.,01
12092101,De alfalfa.,01
12092201,De trébol (Trifolium spp.).,01
12092301,De festucas.,01
12092401,De pasto azul de Kentucky (Poa pratensis L.).,01
12092501,"De ballico (Lolium multiflorum Lam., Lolium perenne L.).",01
12092901,De pasto inglés.,01
12092902,"Para prados y pastizales, excepto lo comprendido en la fracción 1209.29.01.",01
12092903,"De sorgo, para siembra.",01
12092904,"De remolacha, excepto azucarera.",01
12092905,De fleo de los prados (Phleum pratensis).,01
12092999,Las demás.,01
12093001,Semillas de plantas herbáceas utilizadas principalmente por sus flores.,01
12099101,De cebolla.,01
12099102,De tomate.,01
12099103,De zanahoria.,01
12099104,De rábano.,01
12099105,De espinaca.,01
12099106,De brócoli (“broccoli”).,01
12099107,De calabaza.,01
12099108,De col.,01
12099109,De coliflor.,01
12099110,De espárragos.,01
12099111,De chiles dulces o de pimientos.,01
12099112,De lechuga.,01
12099113,De pepino.,01
12099114,De berenjena.,01
12099199,Las demás.,01
12099901,De melón.,01
12099902,De sandía.,01
12099903,De gerbera.,01
12099904,De statice.,01
12099905,De zacatón.,01
12099906,"De la especie hulífera Gruypeostegia grandiflora (Clavel de España), Cuerno de luna o Lechosa.",01
12099999,Los demás.,01
12101001,Conos de lúpulo sin triturar ni moler ni en “pellets”.,01
12102001,"Conos de lúpulo triturados, molidos o en “pellets”; lupulino.",01
12112001,Raíces de “ginseng”.,01
12113001,Hojas de coca.,01
12114001,Paja de adormidera.,01
12119001,Manzanilla.,01
12119003,"Tubérculos raíces, tallos o partes de plantas aunque se presenten pulverizados, cuando contengan saponinas, cuyo agrupamiento aglucónico sea un esteroide.",01
12119004,De barbasco.,01
12119005,Raíz de Rawolfia heterophila.,01
12119006,Raíces de regaliz.,01
12119099,Los demás.,01
12129101,Remolacha azucarera.,01
12129904,"Huesos (carozos) y almendras de chabacano (damasco, albaricoque), de durazno (melocotón) (incluidos los griñones y nectarinas) o de ciruela.",01
12129999,Los demás.,01
12130001,"Paja y cascabillo de cereales, en bruto, incluso picados, molidos, prensados o en “pellets”.",01
12141001,Harina y “pellets” de alfalfa.,01
12149001,Alfalfa.,01
12149099,Los demás.,01
13012001,Goma arábiga.,01
13019001,Copal.,01
13019002,Goma laca.,01
13019099,Las demás.,01
13021101,En bruto o en polvo.,01
13021103,"Alcoholados, extractos, fluidos o sólidos o tinturas de opio.",01
13021199,Los demás.,01
13021201,Extractos.,01
13021299,Los demás.,01
13021301,De lúpulo.,01
13021901,De helecho macho.,01
13021903,De Ginko-Biloba.,01
13021904,De haba tonka.,01
13021905,"De belladona, conteniendo como máximo 60% de alcaloides.",01
13021906,De Pygeum Africanum (Prunus Africana).,01
13021907,Podofilina.,01
13021908,Maná.,01
13021909,"Alcoholados, extractos fluidos o sólidos o tinturas, de coca.",01
13021910,"De cáscara de nuez de cajú, en bruto.",01
13021911,"De cáscara de nuez de cajú, refinados.",01
13021912,Derivados de la raíz de Rawolfia heterophila que contengan el alcaloide llamado reserpina.,01
13021913,De piretro (pelitre).,01
13021914,De raíces que contengan rotenona.,01
13021999,Los demás.,01
13022001,Pectinas.,01
