code|name|applies_to|active
10201724|Rosal vivo kings pride|product|TRUE
10201725|Rosal vivo latin fusion|product|TRUE
10201726|Rosal vivo lemon dream|product|TRUE
10201727|Rosal vivo magic moka|product|TRUE
10201728|Rosal vivo mamamia|product|TRUE
10201729|Rosal vivo message|product|TRUE
10201730|Rosal vivo muneca o munieca|product|TRUE
10201731|Rosal vivo parfum de rosas|product|TRUE
10201732|Rosal vivo porcelina|product|TRUE
10201733|Rosal vivo privilege|product|TRUE
10201734|Rosal vivo quicksand|product|TRUE
10201735|Rosal vivo rollercoaster|product|TRUE
10201736|Rosal vivo romantic curiosa|product|TRUE
10201737|Rosal vivo safari|product|TRUE
10201738|Rosal vivo sahara|product|TRUE
10201739|Rosal vivo sandy femma|product|TRUE
10201740|Rosal vivo talea|product|TRUE
10201741|Rosal vivo timeless|product|TRUE
10201742|Rosal vivo transition|product|TRUE
10201743|Rosal vivo trump|product|TRUE
10201744|Rosal vivo twin|product|TRUE
10201745|Rosal vivo vendela|product|TRUE
10201746|Rosal vivo virginia|product|TRUE
10201800|Rosales vivos verdes o lima|product|FALSE
10201801|Rosal vivo amandine|product|TRUE
10201802|Rosal vivo caipirinha|product|TRUE
10201803|Rosal vivo green fashion|product|TRUE
10201804|Rosal vivo green tea|product|TRUE
10201805|Rosal vivo jade|product|TRUE
10201806|Rosal vivo limbo|product|TRUE
10201807|Rosal vivo limena o limenia|product|TRUE
10201808|Rosal vivo limona|product|TRUE
10201809|Rosal vivo old dutch|product|TRUE
10201810|Rosal vivo super green|product|TRUE
10201811|Rosal vivo sweet green|product|TRUE
10201812|Rosal vivo viva|product|TRUE
10201813|Rosal vivo zazu|product|TRUE
10201900|Rosales vivos rosado claro|product|FALSE
10201901|Rosal vivo anna|product|TRUE
10201902|Rosal vivo bella vita|product|TRUE
10201903|Rosal vivo bridal dream|product|TRUE
10201904|Rosal vivo candy bianca|product|TRUE
10201905|Rosal vivo caress|product|TRUE
10201906|Rosal vivo carolina|product|TRUE
10201907|Rosal vivo climax|product|TRUE
10201908|Rosal vivo danny|product|TRUE
10201909|Rosal vivo dolce vita|product|TRUE
10201910|Rosal vivo elite|product|TRUE
10201911|Rosal vivo emma|product|TRUE
10201912|Rosal vivo engagement|product|TRUE
10201913|Rosal vivo esther|product|TRUE
10201914|Rosal vivo excalibur|product|TRUE
10201915|Rosal vivo exciting|product|TRUE
10201916|Rosal vivo first lady|product|TRUE
10201917|Rosal vivo geraldine|product|TRUE
10201918|Rosal vivo gotcha|product|TRUE
10201919|Rosal vivo harmonie|product|TRUE
10201920|Rosal vivo heaven|product|TRUE
10201921|Rosal vivo high and elegant|product|TRUE
10201922|Rosal vivo katherine|product|TRUE
10201923|Rosal vivo king kong|product|TRUE
10201924|Rosal vivo livia|product|TRUE
10201925|Rosal vivo lorena|product|TRUE
10201926|Rosal vivo lovely|product|TRUE
10201927|Rosal vivo maaike|product|TRUE
10201928|Rosal vivo marilyn|product|TRUE
10201929|Rosal vivo marlise|product|TRUE
10201930|Rosal vivo miranda o ausimmon|product|TRUE
10201931|Rosal vivo mona lisa|product|TRUE
10201932|Rosal vivo nirvana|product|TRUE
10201933|Rosal vivo o hara|product|TRUE
10201934|Rosal vivo ole|product|TRUE
10201935|Rosal vivo olga|product|TRUE
10201936|Rosal vivo pacífica|product|TRUE
10201937|Rosal vivo party mix|product|TRUE
10201938|Rosal vivo peckoubo o pekcoubo|product|TRUE
10201939|Rosal vivo phoebe o ausnotice|product|TRUE
10201940|Rosal vivo pink farfalla|product|TRUE
10201941|Rosal vivo pink finess|product|TRUE
10201942|Rosal vivo pink magic|product|TRUE
10201943|Rosal vivo pink osiana|product|TRUE
10201944|Rosal vivo pretty woman|product|TRUE
10201945|Rosal vivo romance|product|TRUE
10201946|Rosal vivo romantic antike o antique|product|TRUE
10201947|Rosal vivo rosalind o astew|product|TRUE
10201948|Rosal vivo rosita vendela|product|TRUE
10201949|Rosal vivo secret garden|product|TRUE
10201950|Rosal vivo solaire|product|TRUE
10201951|Rosal vivo sophie|product|TRUE
10201952|Rosal vivo sweet akito|product|TRUE
10201953|Rosal vivo sweet avalanche|product|TRUE
10201954|Rosal vivo sweet elegance|product|TRUE
10201955|Rosal vivo sweet pink|product|TRUE
10201956|Rosal vivo titanic|product|TRUE
10201957|Rosal vivo toscanini|product|TRUE
10201958|Rosal vivo vania|product|TRUE
10201959|Rosal vivo vanity|product|TRUE
10201960|Rosal vivo vision|product|TRUE
10201961|Rosal vivo vivaldi|product|TRUE
10201962|Rosal vivo whisper|product|TRUE
10202000|Rosales vivos multicolor rosados|product|FALSE
10202001|Rosal vivo attracta|product|TRUE
10202002|Rosal vivo boheme|product|TRUE
10202003|Rosal vivo carousel|product|TRUE
10202004|Rosal vivo cezanne|product|TRUE
10202005|Rosal vivo crazy one|product|TRUE
10202006|Rosal vivo dance valley|product|TRUE
10202007|Rosal vivo duett|product|TRUE
10202008|Rosal vivo esperance|product|TRUE
10202009|Rosal vivo fiesta|product|TRUE
10202010|Rosal vivo halloween|product|TRUE
10202011|Rosal vivo highlander|product|TRUE
10202012|Rosal vivo hot ambiance|product|TRUE
10202013|Rosal vivo la belle|product|TRUE
10202014|Rosal vivo laguna|product|TRUE
10202015|Rosal vivo latin ambiance|product|TRUE
10202016|Rosal vivo latin breeze|product|TRUE
10202017|Rosal vivo long arifa|product|TRUE
10202018|Rosal vivo murano|product|TRUE
10202019|Rosal vivo n-joy rose|product|TRUE
10202020|Rosal vivo panama|product|TRUE
10202021|Rosal vivo peppermint|product|TRUE
10202022|Rosal vivo pijama party|product|TRUE
10202023|Rosal vivo portofino|product|TRUE
10202024|Rosal vivo priceless|product|TRUE
10202025|Rosal vivo queen amazon|product|TRUE
10202026|Rosal vivo ranuncula|product|TRUE
10202027|Rosal vivo rossini|product|TRUE
10202028|Rosal vivo sabina o sabrina|product|TRUE
10202029|Rosal vivo scandal|product|TRUE
10202030|Rosal vivo silvery pink|product|TRUE
10202031|Rosal vivo something else|product|TRUE
10202032|Rosal vivo soutine|product|TRUE
10202033|Rosal vivo sovereign|product|TRUE
10202034|Rosal vivo super disco|product|TRUE
10202035|Rosal vivo ts 1968|product|TRUE
10202036|Rosal vivo variance|product|TRUE
10202037|Rosal vivo verdi|product|TRUE
10202100|Rosales vivos anaranjados|product|FALSE
10202101|Rosal vivo alhambra|product|TRUE
10202102|Rosal vivo aloha|product|TRUE
10202103|Rosal vivo amber|product|TRUE
10202104|Rosal vivo apache|product|TRUE
10202105|Rosal vivo arabia|product|TRUE
10202106|Rosal vivo bengala|product|TRUE
10202107|Rosal vivo bibi|product|TRUE
10202108|Rosal vivo caramba|product|TRUE
10202109|Rosal vivo caramella|product|TRUE
10202110|Rosal vivo carla|product|TRUE
10202111|Rosal vivo cartagena|product|TRUE
10202112|Rosal vivo chanson|product|TRUE
10202113|Rosal vivo charmer|product|TRUE
10202114|Rosal vivo cherry brandy|product|TRUE
10202115|Rosal vivo chilis|product|TRUE
10202116|Rosal vivo cinnamon|product|TRUE
10202117|Rosal vivo colandro|product|TRUE
10202118|Rosal vivo coral sea|product|TRUE
10202119|Rosal vivo corvette o red corvette|product|TRUE
10202120|Rosal vivo dark milva|product|TRUE
10202121|Rosal vivo donna|product|TRUE
10202122|Rosal vivo dreamer|product|TRUE
10202123|Rosal vivo el dorado|product|TRUE
10202124|Rosal vivo el toro|product|TRUE
10202125|Rosal vivo elena|product|TRUE
10202126|Rosal vivo ensueño|product|TRUE
10202127|Rosal vivo euforia|product|TRUE
10202128|Rosal vivo exótica|product|TRUE
10202129|Rosal vivo fancy amazon|product|TRUE
10202130|Rosal vivo fiction|product|TRUE
10202131|Rosal vivo finess|product|TRUE
10202132|Rosal vivo flameco|product|TRUE
10202133|Rosal vivo free spirit|product|TRUE
10202134|Rosal vivo gelato|product|TRUE
10202135|Rosal vivo gypsy curiosa|product|TRUE
10202136|Rosal vivo high and magic|product|TRUE
10202137|Rosal vivo high and orange magic|product|TRUE
10202138|Rosal vivo iguana o alegra|product|TRUE
10202139|Rosal vivo impulse|product|TRUE
10202140|Rosal vivo indian femma|product|TRUE
10202141|Rosal vivo indian sunset|product|TRUE
10202142|Rosal vivo karusso|product|TRUE
10202143|Rosal vivo kerio|product|TRUE
10202144|Rosal vivo kiki|product|TRUE
10202145|Rosal vivo latin circus|product|TRUE
10202146|Rosal vivo leonisa|product|TRUE
10202147|Rosal vivo lipstick|product|TRUE
10202148|Rosal vivo lobita|product|TRUE
10202149|Rosal vivo luca|product|TRUE
10202150|Rosal vivo manitou|product|TRUE
10202151|Rosal vivo mariana|product|TRUE
10202152|Rosal vivo marjan o pk sensation|product|TRUE
10202153|Rosal vivo milonga|product|TRUE
10202154|Rosal vivo milva|product|TRUE
10202155|Rosal vivo miracle|product|TRUE
10202156|Rosal vivo mirage|product|TRUE
10202157|Rosal vivo monte carlo|product|TRUE
10202158|Rosal vivo movie star|product|TRUE
10202159|Rosal vivo nikita|product|TRUE
10202160|Rosal vivo orange flame|product|TRUE
10202161|Rosal vivo orange france|product|TRUE
10202162|Rosal vivo orange intuition|product|TRUE
10202163|Rosal vivo orange unique|product|TRUE
10202164|Rosal vivo orangine u orangina|product|TRUE
10202165|Rosal vivo papaya|product|TRUE
10202166|Rosal vivo pareo|product|TRUE
10202167|Rosal vivo peach sherbet|product|TRUE
10202168|Rosal vivo queensday|product|TRUE
10202169|Rosal vivo rosselle|product|TRUE
10202170|Rosal vivo royal circus|product|TRUE
10202171|Rosal vivo sari|product|TRUE
10202172|Rosal vivo sensual|product|TRUE
10202173|Rosal vivo soap|product|TRUE
10202174|Rosal vivo sombrero|product|TRUE
10202175|Rosal vivo spicy|product|TRUE
10202176|Rosal vivo star 2000|product|TRUE
10202177|Rosal vivo summer versilia|product|TRUE
10202178|Rosal vivo trixx|product|TRUE
10202179|Rosal vivo tropical amazon|product|TRUE
10202180|Rosal vivo utopia|product|TRUE
10202181|Rosal vivo valentine|product|TRUE
10202182|Rosal vivo verano|product|TRUE
10202183|Rosal vivo versilia|product|TRUE
10202184|Rosal vivo voodoo|product|TRUE
10202185|Rosal vivo wow|product|TRUE
10202186|Rosal vivo yabadabadoo|product|TRUE
10202200|Rosales vivos durazno|product|FALSE
10202201|Rosal vivo alejandra|product|TRUE
10202202|Rosal vivo azafran|product|TRUE
10202203|Rosal vivo big fun|product|TRUE
10202204|Rosal vivo cabaret|product|TRUE
10202205|Rosal vivo capuccino|product|TRUE
10202206|Rosal vivo carpe diem|product|TRUE
10202207|Rosal vivo cosima|product|TRUE
10202208|Rosal vivo cumbia|product|TRUE
10202209|Rosal vivo dream|product|TRUE
10202210|Rosal vivo epoca|product|TRUE
10202211|Rosal vivo fado|product|TRUE
10202212|Rosal vivo femma|product|TRUE
10202213|Rosal vivo guajira|product|TRUE
10202214|Rosal vivo high and arena|product|TRUE
10202215|Rosal vivo high and dandy|product|TRUE
10202216|Rosal vivo high and lucky|product|TRUE
10202217|Rosal vivo high and peach|product|TRUE
10202218|Rosal vivo imagination|product|TRUE
10202219|Rosal vivo isis|product|TRUE
10202220|Rosal vivo joy o light versilia|product|TRUE
10202221|Rosal vivo juliet ausjameson|product|TRUE
10202222|Rosal vivo la parisienne|product|TRUE
